Observed Value 1,Predicted Value 1,Observed Value 2,Predicted Value 2,Observed Value 3,Predicted Value 3,Observed Value 4,Predicted Value 4
3.134624572,2.4389558,0.682601444,0.77083415,-0.240111033,-0.1820061,1.370103771,1.0150319
3.134624572,2.8289506,0.589002233,0.78154397,0.501758501,0.9299942,1.629422542,1.1636523
1.370103771,1.5263972,0.820945045,0.7780117,0.0,0.2358849,2.304684113,2.6316519
1.446325365,1.1056638,0.749510758,0.7059587,0.023690626,0.06975502,2.304684113,2.2585473
1.446325365,1.3661928,1.238109014,0.90796,0.0,0.23162642,2.058499317,1.894159
1.446325365,1.5484457,0.5302345,0.7542773,0.682601444,0.99965274,1.446325365,1.2509828
1.370103771,0.9492691,1.125722444,0.7910418,-0.240111033,0.085093975,1.074990526,1.1526561
1.446325365,1.5948567,0.858676701,0.74407786,1.099959936,1.1214153,1.074990526,1.0263531
3.134624572,2.496816,0.419377753,0.72736,0.473819986,0.5859553,1.238109014,1.2755386
3.134624572,2.3717124,0.715545793,0.79425687,0.501758501,0.621536,0.366586769,0.4035645
2.058499317,2.015994,0.650583556,0.66160995,0.619408639,0.67131734,0.589002233,0.6024234
1.301167112,1.165498,0.682601444,0.7326037,0.340722979,0.59967977,0.749510758,0.63326484
1.531802956,1.4355948,0.501758501,0.61283576,0.446373616,0.34225368,0.315171704,0.54318124
1.301167112,1.2796466,1.446325365,0.88048315,0.473819986,0.5888532,0.09495278,0.09968058
1.370103771,1.3068836,1.531802956,1.0174472,1.238109014,1.469942,0.09495278,0.024874832
1.882001124,1.7077637,2.304684113,1.1157389,0.473819986,0.7699628,1.17989059,1.2022107
2.304684113,1.7736156,1.301167112,1.0739256,0.118834511,0.43726814,0.419377753,0.33293694
1.743657522,1.6382079,1.487753909,0.970523,0.118834511,0.3133549,1.17989059,1.3050998
1.370103771,1.0581534,1.446325365,0.9056552,0.191142101,0.6336246,1.17989059,1.1589878
2.058499317,2.110755,1.487753909,0.8690989,1.17989059,1.2319181,1.027207628,1.1315334
1.238109014,1.2031043,0.392793996,0.63584644,1.074990526,1.1222572,1.629422542,1.4808222
1.17989059,1.175828,0.820945045,0.7538604,1.125722444,1.1940436,1.301167112,1.5326272
0.5302345,0.6053223,1.027207628,0.87395734,1.629422542,1.6141733,2.721168735,2.895431
0.619408639,0.7148282,0.315171704,0.53647757,2.058499317,1.7971582,1.882001124,2.38325
0.784603173,0.5708077,1.17989059,1.1389363,1.446325365,1.3528742,1.964152936,1.872126
0.5302345,0.26899695,0.340722979,0.6146727,0.366586769,0.41965383,1.629422542,1.3351954
0.650583556,0.8394156,0.619408639,0.7134932,0.589002233,0.7449373,1.446325365,1.5681179
0.5302345,0.4528669,-0.419377753,-0.15581664,0.315171704,0.7213172,1.301167112,1.1789418
0.501758501,0.45272315,-0.240111033,0.27203023,0.09495278,0.5744116,1.301167112,1.0886723
0.191142101,0.43013233,0.240111033,0.40359014,0.09495278,0.32154763,1.370103771,1.2081624
0.191142101,0.087922335,-0.264892334,0.26257306,0.419377753,0.61349094,1.074990526,1.1511778
0.118834511,0.18763089,0.215535446,0.49323958,1.17989059,1.2642335,1.17989059,1.0757338
0.682601444,0.42647374,0.5302345,0.5762993,1.027207628,1.1087363,0.215535446,0.45701054
1.238109014,1.1047704,0.501758501,0.6345477,1.301167112,1.4531649,0.619408639,0.6835603
1.238109014,1.389919,0.559297578,0.68621016,1.301167112,1.7815268,0.682601444,0.6217351
1.17989059,1.3965096,0.047400225,0.36876297,1.964152936,1.7881603,0.215535446,0.46393797
1.027207628,1.2852325,0.0,0.35662413,1.446325365,1.443639,0.118834511,0.082654916
1.125722444,1.172898,0.023690626,0.17695993,1.370103771,1.1796868,0.118834511,0.006209378
1.238109014,1.0850003,0.023690626,0.3755596,0.215535446,0.3819679,1.238109014,1.2798418
1.074990526,1.2124355,0.0,0.45604652,0.619408639,0.6780285,0.289903935,0.2869527
1.743657522,1.4043903,0.473819986,0.5615495,0.240111033,0.7203553,1.125722444,1.1482753
1.743657522,1.6878052,0.682601444,0.6745609,0.118834511,0.6393607,1.17989059,1.1289052
2.721168735,2.656858,1.17989059,1.0261717,0.118834511,0.37808383,1.125722444,1.1852256
1.301167112,1.2283013,-0.240111033,0.28021404,0.289903935,0.61599123,0.981980567,1.1091307
3.134624572,2.8050652,1.125722444,0.98820996,1.238109014,1.2691568,1.027207628,1.2315854
1.446325365,1.5982349,1.099959936,0.9324469,1.125722444,1.1067297,1.531802956,1.4553367
1.531802956,1.4431717,0.340722979,0.59326565,1.027207628,1.2104068,1.370103771,1.447022
1.446325365,1.4401319,1.17989059,0.68612415,1.370103771,1.5327663,1.301167112,1.7023653
1.531802956,1.5880778,0.473819986,0.684011,1.301167112,1.809653,2.721168735,2.938348
1.370103771,1.2717512,0.473819986,0.6688158,1.882001124,1.8435347,2.721168735,2.4381897
1.629422542,1.3731751,0.650583556,0.6506797,1.370103771,1.4698802,1.882001124,1.8321043
3.134624572,2.6743662,0.473819986,0.7115122,-0.240111033,0.14052323,1.301167112,1.41884
3.134624572,2.2796226,1.074990526,0.79526067,-0.191142101,-0.164244,1.370103771,1.3420752
1.743657522,1.8051088,0.715545793,0.64697504,0.559297578,0.8962203,1.370103771,1.6043512
1.446325365,1.6107402,0.446373616,0.6864291,0.0,0.31977165,0.897960775,0.91582876
1.446325365,1.0588462,0.501758501,0.716031,-0.023690626,0.055108666,0.5302345,0.47639003
1.743657522,1.3426933,0.366586769,0.6407665,0.023690626,0.2285744,0.501758501,0.39317647
2.304684113,1.6828754,0.501758501,0.7051205,0.682601444,1.000135,0.715545793,0.50354344
1.743657522,1.6886122,0.619408639,0.62549555,0.047400225,0.14315152,-0.240111033,-0.46128786
2.058499317,1.6150043,1.074990526,0.9466987,0.559297578,0.64367807,-0.191142101,-0.2996062
1.301167112,1.3700633,0.252474461,0.38532925,0.650583556,0.6850542,0.340722979,0.14797537
1.743657522,1.8371615,0.340722979,0.6485623,0.749510758,0.7111316,0.0,0.13416946
1.301167112,1.4625816,1.301167112,1.1901411,0.619408639,0.64528257,-0.023690626,-0.09592278
1.125722444,1.1805494,0.559297578,0.68989074,1.531802956,1.1659904,0.023690626,-0.12626082
1.125722444,1.2081134,0.897960775,0.9239934,-0.191142101,0.17871746,0.501758501,0.50946593
1.125722444,1.212014,0.5302345,0.68685925,-0.289903935,-0.11733016,0.682601444,0.5386572
0.166908496,0.6273363,0.501758501,0.71239614,0.589002233,0.8118193,1.238109014,1.2228729
0.264892334,0.5447153,0.715545793,0.7402362,-0.09495278,0.5084244,0.047400225,-0.1922808
0.715545793,0.57642806,-0.240111033,0.08904323,-0.023690626,0.037121862,0.981980567,1.0473489
0.118834511,0.06606138,-0.191142101,0.21092857,0.142812956,0.39300114,1.17989059,0.73391163
0.820945045,0.8341549,0.340722979,0.5447536,0.749510758,0.9775078,0.589002233,0.5176597
0.166908496,0.41203278,-0.166908496,0.36405984,-0.09495278,0.2638291,0.650583556,0.5831185
0.166908496,0.4581585,0.240111033,0.6170329,0.938987334,1.0540156,0.589002233,0.4822099
0.142812956,0.392511,0.559297578,0.6570212,0.619408639,0.5808394,0.650583556,0.41580197
0.142812956,0.065081894,0.559297578,0.7310792,0.784603173,0.60770327,0.749510758,0.47596157
0.07114786,0.17080253,0.715545793,0.69482434,0.559297578,0.688369,0.515926322,0.3120968
1.238109014,1.4043388,0.0,0.25123683,0.473819986,0.6568304,0.619408639,0.43845984
0.289903935,0.38606298,0.0,0.24996768,0.240111033,0.43323457,1.531802956,1.1285526
1.027207628,1.1111643,0.0,0.42959917,0.650583556,0.8792931,1.125722444,1.3009285
1.074990526,1.497865,-0.023690626,0.3939908,1.238109014,1.4965261,1.17989059,1.1555977
1.17989059,1.4155114,0.023690626,0.4843973,0.315171704,0.89272463,0.191142101,0.30688304
1.125722444,1.1631973,0.501758501,0.7002596,0.191142101,0.21308327,0.5302345,0.72894615
1.238109014,1.3882275,0.682601444,0.7383976,0.191142101,-0.000903368,0.749510758,0.69037944
1.238109014,1.4418385,1.238109014,1.0055186,0.289903935,0.7203742,0.191142101,0.20404768
1.238109014,1.1602962,0.047400225,0.4028948,1.125722444,1.463352,0.166908496,0.1836665
1.17989059,1.060188,0.981980567,1.0125698,1.238109014,1.1989363,0.047400225,0.0018700045
1.099959936,1.2275152,0.501758501,0.6541866,1.531802956,2.2571042,1.238109014,1.1349459
1.027207628,1.4607925,1.17989059,0.9247131,1.487753909,1.420886,0.191142101,0.23790215
1.446325365,1.5047693,0.589002233,0.78071386,1.531802956,1.383837,1.238109014,1.17323
2.058499317,1.780441,0.559297578,0.74551535,1.301167112,1.2421081,1.238109014,0.9902195
2.304684113,2.3916123,0.784603173,0.78324556,0.166908496,0.47921652,1.125722444,1.2581575
3.134624572,2.7824178,0.559297578,0.6783544,0.650583556,0.8903917,1.027207628,1.1670744
1.446325365,1.582418,0.682601444,0.8702706,0.166908496,0.908175,1.629422542,1.3098713
1.370103771,1.3922617,0.682601444,0.73951715,0.240111033,0.43819982,1.301167112,1.5856538
1.370103771,1.4496145,0.820945045,0.7263238,-0.047400225,0.0030102134,1.301167112,1.435635
1.531802956,1.6935604,0.650583556,0.7308512,0.240111033,0.74590755,3.134624572,3.0953934
1.446325365,1.3319502,0.589002233,0.6564122,1.238109014,1.4555537,3.134624572,2.3092308
2.721168735,2.7241797,0.650583556,0.8059514,1.17989059,1.20356,1.334823138,1.4226961
2.304684113,3.0438175,0.749510758,0.6109499,1.17989059,1.1672885,2.058499317,1.5668522
2.058499317,1.7216957,0.515926322,0.58928597,1.370103771,1.4634476,1.446325365,1.3307728
1.370103771,1.5302744,0.619408639,0.6135539,1.531802956,2.3720322,1.301167112,1.4114857
1.446325365,1.1979208,1.531802956,0.8986792,1.446325365,1.3655638,1.370103771,1.1894554
2.304684113,1.9854066,1.743657522,1.1530288,1.370103771,1.5242144,1.125722444,1.224945
2.721168735,2.3196995,2.058499317,1.1458751,0.191142101,0.39581615,1.074990526,1.1766764
1.629422542,1.4289644,1.531802956,0.9902319,0.5302345,0.839939,0.240111033,0.47424966
2.058499317,1.9527004,1.531802956,0.90367186,1.125722444,1.4536622,0.340722979,0.7516939
0.559297578,0.61027485,0.473819986,0.6438517,0.240111033,0.9128809,0.589002233,0.6053203
1.027207628,0.98069936,0.820945045,0.78209764,0.166908496,0.41208988,0.340722979,0.4628346
1.074990526,1.147145,0.820945045,0.8145683,0.047400225,-0.0008520186,0.118834511,0.30814114
0.559297578,0.6176422,0.392793996,0.6801358,0.191142101,0.7326693,-0.047400225,0.08508116
0.589002233,0.6159075,0.446373616,0.65090835,1.125722444,1.172059,0.118834511,0.2601117
0.820945045,0.82260543,0.820945045,0.7297269,1.027207628,1.1645925,1.17989059,1.5957524
0.023690626,0.19268882,-0.191142101,0.17254253,1.301167112,2.264713,1.074990526,1.1495634
-0.315171704,-0.007899225,-0.289903935,0.3627169,1.334823138,1.4743046,1.629422542,1.3801681
0.473819986,0.38764405,0.289903935,0.48832256,1.301167112,1.4807864,1.301167112,1.5267066
0.023690626,0.014309138,-0.191142101,0.32967803,1.301167112,1.4237075,1.370103771,1.2971914
0.240111033,0.38492334,0.419377753,0.5699707,0.749510758,0.1778329,1.370103771,1.6607419
0.619408639,0.6430597,0.559297578,0.6078035,-0.215535446,-0.09308636,2.304684113,2.9453297
0.619408639,0.6985486,0.589002233,0.76156837,0.715545793,0.81930363,2.304684113,2.1912572
0.938987334,0.7911549,0.858676701,0.68193185,0.5302345,0.59452826,1.882001124,1.7654871
0.023690626,0.20960587,-0.07114786,0.3447927,0.0,0.020447224,1.882001124,1.4950029
0.0,0.22437441,-0.09495278,0.3383825,-0.047400225,0.3739127,1.446325365,1.3675123
0.047400225,0.11313486,0.047400225,0.32342666,0.858676701,0.98155713,1.301167112,1.2254169
0.047400225,0.022889137,-0.023690626,0.47188246,-0.047400225,0.3194313,1.301167112,1.1972171
-0.023690626,0.10392606,0.142812956,0.46251154,0.715545793,0.6218892,1.334823138,1.1778013
0.589002233,0.6744204,0.501758501,0.55422825,0.820945045,0.71849537,1.531802956,1.3124472
0.784603173,0.6066142,0.749510758,0.696556,0.650583556,0.70065165,1.125722444,1.2477298
0.142812956,0.06809202,1.238109014,1.0834999,0.366586769,0.65204376,1.125722444,1.23993
1.17989059,1.2962482,-0.09495278,0.29767138,1.370103771,1.0990206,0.166908496,0.46238145
1.125722444,1.3496087,1.17989059,1.0809193,-0.142812956,0.17481896,0.264892334,0.7618681
0.501758501,0.53773546,0.938987334,0.8444307,-0.366586769,-0.11888152,0.715545793,0.8610552
0.981980567,1.1702478,0.446373616,0.6433213,0.559297578,0.8938732,0.166908496,0.49975944
0.589002233,0.7536971,0.820945045,0.79306567,0.366586769,0.4542079,0.142812956,0.22482209
0.501758501,0.6897537,0.784603173,0.7377336,0.047400225,0.059972286,0.07114786,0.10751176
0.559297578,0.7810387,0.619408639,0.7155627,0.0,0.26188242,1.238109014,1.3960546
0.501758501,0.6904585,0.981980567,0.71526086,0.589002233,0.99420655,0.289903935,0.6066975
1.074990526,0.7975176,0.650583556,0.7185921,-0.118834511,0.31440997,1.074990526,1.4917868
0.446373616,0.6996686,0.559297578,0.9851507,1.208449001,1.1473134,1.238109014,1.3161868
0.650583556,0.7984776,0.559297578,0.6771356,0.446373616,0.6350476,1.238109014,1.1963342
0.589002233,0.64154273,0.166908496,0.5883862,0.820945045,0.68365556,1.17989059,1.3383483
0.501758501,0.6563814,0.784603173,0.72725666,0.650583556,0.6835594,1.099959936,1.1619171
0.619408639,0.6612722,0.392793996,0.6985384,0.650583556,0.62941617,1.027207628,1.2583735
1.152342057,1.2993014,0.619408639,0.70130485,0.366586769,0.3655275,1.446325365,1.5797287
0.406036647,0.5313568,0.559297578,0.66959155,0.559297578,0.7056732,1.446325365,1.5404059
0.682601444,0.72955173,1.05075692,0.8345975,1.17989059,1.4344416,1.446325365,1.5357558
1.743657522,1.5723822,0.460037966,0.6592519,0.501758501,0.85198855,2.721168735,3.1305256
1.743657522,1.8245597,0.473819986,0.65924716,0.240111033,0.34364462,2.304684113,3.069354
1.446325365,1.1792531,1.629422542,1.13215,0.118834511,0.2986802,2.058499317,1.9583958
1.743657522,0.99504405,1.629422542,1.10278,0.118834511,0.67378753,1.370103771,1.3824772
,,0.619408639,0.69705886,1.238109014,1.3432846,1.629422542,1.9304217
,,0.897960775,0.9705062,1.238109014,1.2248727,,
,,0.5302345,0.76007885,0.981980567,1.2036124,,
,,0.682601444,0.73778933,1.743657522,1.8281572,,
,,0.858676701,0.731623,1.964152936,1.6877062,,
,,0.749510758,0.34545285,1.446325365,1.3655128,,
,,-0.215535446,0.33939368,0.392793996,0.41448677,,
,,0.392793996,0.62909204,0.559297578,0.800823,,
,,-0.047400225,0.4174281,0.392793996,0.83862364,,
,,0.340722979,0.661939,0.191142101,0.5394886,,
,,0.650583556,0.7039668,0.047400225,0.351344,,
,,0.715545793,0.81613886,0.264892334,0.6860965,,
,,0.820945045,0.6828696,1.17989059,1.4023703,,
,,0.749510758,0.2617659,1.125722444,1.2008253,,
,,0.5302345,0.27522755,1.370103771,1.4959505,,
,,-0.047400225,0.5296049,1.629422542,2.0573947,,
,,0.0,0.5038471,1.684091101,1.695188,,
,,-0.047400225,0.48777908,1.743657522,1.5008984,,
,,0.589002233,0.7166788,1.531802956,1.2409561,,
,,0.858676701,0.78654534,0.240111033,0.3118474,,
,,-0.047400225,0.42166105,0.340722979,0.70154834,,
,,0.5302345,0.6863351,1.17989059,1.4673188,,
,,0.715545793,0.85665643,0.366586769,0.81781507,,
,,0.715545793,0.79070395,0.118834511,0.5490109,,
,,1.074990526,0.81584555,-0.047400225,0.38184434,,
,,0.784603173,0.68077534,0.118834511,0.6941195,,
,,1.027207628,0.9978813,1.17989059,1.4721076,,
,,0.650583556,0.6937408,1.370103771,1.8776655,,
,,0.749510758,0.61027324,1.882001124,1.7518194,,
,,0.820945045,0.7117748,1.301167112,1.3144106,,
,,0.589002233,0.67903286,1.301167112,1.1534348,,
,,0.473819986,0.75167036,1.531802956,1.2314913,,
,,0.650583556,0.638369,-0.142812956,0.18089089,,
,,0.215535446,0.75312185,-0.118834511,-0.090983,,
,,0.366586769,0.5825884,0.559297578,0.8911128,,
,,1.370103771,0.8094216,0.419377753,0.49214715,,
,,1.743657522,1.1524206,0.047400225,0.05051276,,
,,1.743657522,1.0961119,0.023690626,0.25316012,,
,,1.301167112,1.0096283,0.559297578,1.0007907,,
,,1.301167112,1.120222,0.0,0.32904875,,
,,1.370103771,0.8993124,1.099959936,1.1421013,,
,,1.743657522,1.1743257,0.5302345,0.67523956,,
,,1.370103771,0.8384294,0.820945045,0.7314266,,
,,0.501758501,0.6737499,0.682601444,0.711595,,
,,0.981980567,0.76213837,0.749510758,0.65499234,,
,,1.238109014,0.9216696,-0.240111033,0.15528283,,
,,0.682601444,0.6212924,-0.166908496,-0.17201114,,
,,0.589002233,0.6088064,0.473819986,0.73265636,,
,,0.501758501,0.7214715,-0.264892334,0.22083426,,
,,-0.142812956,0.023899239,0.023690626,0.045274645,,
,,-0.366586769,0.29680613,-0.07114786,0.1852546,,
,,0.289903935,0.43668878,0.589002233,0.8671932,,
,,-0.118834511,0.39145184,-0.07114786,0.16272417,,
,,0.419377753,0.59248966,0.839627562,0.8512485,,
,,0.501758501,0.6249442,0.473819986,0.52883434,,
,,0.559297578,0.70384216,0.559297578,0.5975777,,
,,0.446373616,0.67108583,0.5302345,0.61498773,,
,,0.366586769,0.42901653,0.446373616,0.5275524,,
,,0.366586769,0.42526123,0.191142101,0.5038572,,
,,0.0,0.26004568,0.589002233,0.730431,,
,,0.047400225,0.43494996,0.166908496,0.8413228,,
,,0.0,0.47662616,0.118834511,0.51041245,,
,,0.619408639,0.58897245,0.0,0.16513598,,
,,0.589002233,0.71817935,0.340722979,0.7049658,,
,,-0.118834511,0.2991456,1.074990526,1.2396458,,
,,1.125722444,1.0139723,1.446325365,1.6078522,,
,,1.208449001,0.9185637,1.446325365,2.2511845,,
,,0.650583556,0.623479,2.058499317,1.7350976,,
,,0.749510758,0.74513656,1.301167112,1.5876448,,
,,0.446373616,0.7082072,1.743657522,1.4894222,,
,,0.446373616,0.7106093,1.370103771,1.2437236,,
,,0.650583556,0.72639686,0.5302345,0.49469298,,
,,0.5302345,0.74234504,0.619408639,0.79834354,,
,,1.17989059,0.8733392,0.501758501,0.8592069,,
,,0.446373616,0.6673794,0.191142101,0.59833086,,
,,0.559297578,0.64924455,0.118834511,0.06726977,,
,,0.820945045,0.7230775,0.682601444,0.7069066,,
,,0.559297578,0.67956626,1.17989059,1.5881478,,
,,0.619408639,0.7239399,1.238109014,1.2139782,,
,,0.650583556,0.6505855,1.446325365,1.6538972,,
,,1.268975128,0.9031713,1.629422542,2.3733275,,
,,0.501758501,0.58171856,1.743657522,1.7586055,,
,,0.650583556,0.6792455,2.058499317,1.5771118,,
,,1.743657522,1.3547531,1.301167112,1.2094058,,
,,1.882001124,1.0897075,0.166908496,0.38529384,,
,,1.446325365,1.0427281,0.264892334,0.7305307,,
,,0.650583556,0.7263806,0.166908496,0.8285456,,
,,1.074990526,1.0316259,0.142812956,0.6339958,,
,,1.027207628,0.94547164,0.07114786,0.059305012,,
,,0.682601444,0.7510285,0.289903935,0.68333644,,
,,0.559297578,0.74788535,1.17989059,1.6220868,,
,,0.5302345,0.75141203,1.17989059,1.1711789,,
,,-0.142812956,0.2615522,1.027207628,1.209254,,
,,-0.118834511,0.2412688,1.370103771,1.6457438,,
,,0.392793996,0.60153526,1.446325365,2.29779,,
,,-0.142812956,0.5055826,2.058499317,1.7787468,,
,,0.446373616,0.70458484,1.629422542,1.578602,,
,,0.5302345,0.73693067,0.023690626,0.1711719,,
,,0.559297578,0.81293,-0.315171704,-0.15734875,,
,,0.559297578,0.6739078,0.619408639,0.668755,,
,,0.392793996,0.28819996,0.0,0.30820566,,
,,0.419377753,0.29914045,0.047400225,0.026577026,,
,,0.023690626,0.55470055,-0.023690626,0.19574258,,
,,0.047400225,0.49416512,0.784603173,0.8818457,,
,,0.023690626,0.51557875,0.142812956,0.22257617,,
,,0.650583556,0.76594996,1.125722444,0.8707346,,
,,0.559297578,0.8154076,0.501758501,0.57067317,,
,,0.0,0.4209329,0.650583556,0.6428686,,
,,1.125722444,1.0935273,0.619408639,0.6401543,,
,,1.099959936,1.0124393,0.682601444,0.5462856,,
,,0.559297578,0.6703979,,,,
,,0.858676701,1.1137965,,,,
,,0.559297578,0.8365939,,,,
,,0.5302345,0.7945144,,,,
,,0.820945045,0.85681665,,,,
,,0.820945045,0.710989,,,,
,,0.559297578,0.74576926,,,,
,,1.074990526,0.67462176,,,,
,,0.820945045,0.7351805,,,,
,,0.589002233,0.6809501,,,,
,,0.650583556,0.8406275,,,,
,,0.682601444,0.6301511,,,,
,,1.152342057,0.93186355,,,,
,,0.392793996,0.7365369,,,,
,,0.749510758,0.62875926,,,,
,,1.882001124,1.3460561,,,,
,,1.531802956,1.1422133,,,,
,,1.446325365,1.0321656,,,,
,,1.301167112,0.96551263,,,,
,,0.240111033,0.6337179,,,,
,,0.858676701,0.752165,,,,
,,0.749510758,0.8854513,,,,
,,0.419377753,0.5310195,,,,
,,0.419377753,0.6448839,,,,
,,0.446373616,0.73110235,,,,
,,-0.240111033,-0.1015691,,,,
