Observed Value 1,Predicted Value 1,Observed Value 2,Predicted Value 2,Observed Value 3,Predicted Value 3,Observed Value 4,Predicted Value 4
63.56506276,52.506954,1.03540736,3.6103652,58.39892185,46.25291,39.51659226,22.17425
7.65708472,36.1118,0.0,6.617079,10.54082024,10.9805155,32.32915323,44.275295
83.33821324,69.05629,0.0,8.350126,0.719285108,4.823623,65.92742304,49.015312
50.70720641,51.787056,29.29817829,32.77001,62.53548833,56.18735,14.56538038,15.477962
85.14465222,90.2681,52.72286451,36.465656,28.15132537,29.913054,14.26125924,16.42387
65.59087383,71.20124,4.191040534,8.776895,0.948128865,5.953452,6.119058475,4.8574934
52.56128921,55.267822,30.36311877,29.946793,4.471163192,6.8559804,14.46737016,24.718138
11.83956232,42.845444,58.39892185,58.26221,2.39840777,13.306042,0.705225291,1.9860204
30.83522639,65.68577,73.53944548,63.50531,11.17697809,13.013094,66.28326385,76.2681
21.81045338,38.840717,0.0,5.9484463,16.82018282,9.318099,47.34816594,34.237495
32.32915323,44.641106,0.719285108,1.1112845,24.97274403,17.947815,0.0,0.06533194
84.20189779,79.30647,46.38749412,65.034294,13.02243467,30.763361,8.194090633,27.171915
0.929191796,17.41165,62.53548833,53.600216,0.542497492,8.338147,40.31193463,38.761707
93.42111456,80.33689,0.948128865,1.3102933,70.86219062,61.577995,6.110691586,8.012163
85.60572483,90.31188,4.497312079,11.066527,0.747411772,8.730284,40.27887601,59.89138
57.42667045,80.99434,0.230274449,8.1899395,14.09805788,26.373531,14.35852859,17.240824
1.445871909,15.135178,0.0,8.81777,23.70536277,11.184456,6.90640733,11.341026
10.00194934,18.828924,11.17697809,18.434958,33.50615076,17.140993,79.07623711,64.16336
25.36847762,25.768085,19.46778248,18.748196,62.65745672,63.33704,1.252505333,1.9189517
66.28326385,67.80712,40.21154517,44.6535,57.84627264,53.734863,20.53476821,13.73363
8.194090633,11.480984,24.97274403,18.838623,37.13655068,28.550459,0.0,0.28848904
29.55686861,47.44561,0.542497492,0.12195994,5.982836529,14.032673,53.99699311,83.84918
59.47851607,72.21981,61.80067802,59.816628,2.968869757,16.015186,9.228754169,4.0452943
91.51096876,82.32982,70.86219062,53.128166,19.39344332,21.37494,70.22907456,51.141403
6.110691586,52.046593,41.28086675,46.250748,88.44485055,78.87934,63.44404456,74.94159
28.90716664,35.844677,0.747411772,10.439172,7.65708472,20.138636,52.2237426,50.95325
82.13737482,91.53028,55.01223205,48.064087,85.14465222,68.259094,15.08609068,18.406723
40.27887601,53.051914,14.09805788,17.668741,52.56128921,36.656174,69.98737297,39.153687
24.44251918,14.045013,23.70536277,26.546007,15.721696,18.449999,0.0,18.735981
60.45904469,59.346146,2.256359852,7.4907475,7.108204477,7.044224,0.489044772,2.178208
13.55922704,28.65377,43.35191306,24.567356,30.83522639,34.36227,4.215754471,1.5732338
51.68395023,71.019485,62.65745672,60.207516,39.51659226,43.722813,8.323184663,5.97495
43.49187499,29.400455,65.19833527,62.72266,65.92742304,50.07276,78.29631742,48.259903
20.53476821,28.130245,69.84952946,61.169,14.56538038,21.882889,56.83280355,81.315544
76.23035085,73.21446,57.84627264,53.93146,0.929191796,12.726841,30.59884697,35.44073
30.758172,48.366726,13.45243807,8.142565,93.42111456,71.879974,4.416019864,2.558899
6.168096918,11.4991255,72.26820117,56.084164,6.119058475,13.339097,3.037744154,6.5848827
45.98390905,54.83019,25.67305216,33.43867,1.445871909,8.06255,76.16070518,88.526276
28.7617291,20.169392,37.13655068,35.489708,10.00194934,11.769517,61.83593039,55.417545
84.64975432,87.91374,5.982836529,3.5850353,69.58481273,45.083637,2.889330361,6.459218
63.44404456,58.402252,19.39344332,7.292851,37.37794419,31.887726,11.09901507,32.59052
52.2237426,36.695145,63.56506276,30.105352,0.705225291,7.6445985,18.46507819,9.59141
27.19452945,35.74433,13.70204119,10.119671,0.0,1.2358676,23.73944169,37.22617
36.30128303,47.508385,1.520182439,12.714167,25.36847762,36.569836,0.0,25.391876
59.18255708,68.90843,50.70720641,52.66568,0.0,3.3420792,74.13888356,97.327896
78.2529931,82.65531,85.14465222,71.79043,6.262930072,12.985952,4.618730656,20.472553
78.29631742,66.399,65.59087383,61.339355,8.194090633,7.4517097,10.03471889,6.7434826
0.0,10.420718,52.56128921,53.13562,40.31193463,48.645668,3.26158183,2.1252584
80.77035612,77.059616,1.542228309,6.520761,0.0,4.8580465,9.302544665,23.191017
56.83280355,46.607384,15.721696,30.122042,91.51096876,80.658035,5.425616594,3.1394746
4.416019864,14.553027,11.83956232,15.245943,6.110691586,17.271828,0.737631078,37.457104
3.037744154,17.78231,39.51659226,44.18934,82.13737482,64.7047,12.79205877,25.787365
56.99401844,44.242027,21.81045338,44.147842,40.27887601,35.121872,12.11048821,20.3836
76.16070518,68.936386,15.85078385,8.997779,4.582095156,14.604083,11.65626027,1.8868828
31.9937252,43.19666,1.753987647,7.0708194,6.90640733,11.435653,11.12595571,15.779606
76.73725946,84.86873,84.20189779,72.97878,0.0,1.7927775,64.01092118,45.243122
12.67223423,45.183216,14.26125924,4.0957985,24.44251918,27.648327,5.105134806,1.8214792
7.71156711,22.471266,78.71189796,64.175865,79.87241595,48.312946,34.79607292,21.734568
41.58551371,64.85421,0.929191796,15.448854,31.25713511,16.6359,2.97427716,71.14759
95.12897845,79.42779,57.42667045,63.79168,60.45904469,45.88054,36.10795647,39.393852
93.02887198,88.97546,1.445871909,9.696298,43.49187499,37.654247,44.44212826,34.314686
90.31730943,81.65413,10.00194934,16.605112,20.53476821,16.219553,68.74074216,72.669426
12.79205877,12.70274,69.58481273,61.49794,26.35991815,18.992723,70.14574928,54.733425
0.0,9.378984,37.37794419,44.259773,76.23035085,44.57109,2.658633939,3.9518375
55.99062735,77.467224,0.705225291,4.9821157,0.0,-0.674119,39.12148383,16.63859
64.01092118,64.7012,0.0,0.058357544,15.42545497,18.934956,2.106143629,11.468422
18.37316337,24.332127,25.36847762,32.110302,30.758172,36.79604,41.14460565,61.4805
16.58042552,17.247055,66.28326385,70.754,53.99699311,45.22369,75.31115449,63.783985
51.21654271,24.210684,47.34816594,51.216526,34.89767991,35.28732,14.62829911,3.8958292
4.510171982,8.4944315,0.0,0.9333766,25.45694196,23.044703,12.61696696,33.63235
15.03293541,11.931673,46.19860459,40.240402,3.462173057,7.9661684,0.538585368,0.3241901
36.10795647,46.22669,40.31193463,37.96183,66.26538653,50.868473,18.40781284,21.976902
61.13755675,64.20656,6.110691586,23.974453,48.93807733,40.08358,68.57486471,44.977577
68.74074216,54.57521,82.13737482,70.85263,34.77458228,37.99477,0.649110542,2.1492903
10.87603871,27.69669,4.582095156,7.3018575,45.98390905,31.663597,3.876829723,1.0123371
88.51390693,81.26404,14.35852859,12.60259,28.7617291,28.99066,14.85699263,16.893444
9.3964628,12.807102,38.20471013,34.448452,84.64975432,54.842434,36.30636065,52.121014
70.14574928,65.30312,43.87448476,43.142586,63.44404456,60.792,0.0,0.71257526
85.65923047,81.49354,0.0,0.056821242,52.2237426,44.280193,0.0,0.84027964
73.07610721,67.07939,32.14841463,31.200583,27.19452945,33.23639,57.37548977,76.49211
3.496970929,18.590424,68.58213231,39.652996,15.08609068,17.44861,47.94242943,32.606716
41.14460565,32.99461,31.25713511,20.406134,40.07198822,31.357351,9.492103343,4.4228063
56.60877307,67.82364,1.252505333,2.0148532,69.98737297,44.681435,18.13660134,43.150375
86.003404,75.124344,0.0,0.84296054,36.30128303,35.44521,10.03634536,1.686598
68.57486471,32.096214,13.55922704,40.189873,0.0,-11.598241,0.698318685,1.3745985
90.73131654,68.424515,51.68395023,56.1329,0.665064231,6.7273746,42.07740888,46.82291
36.30636065,34.900654,37.08529427,35.047535,4.215754471,15.727663,19.65092582,13.949993
25.62052054,39.20263,43.49187499,37.37433,59.18255708,59.990593,18.48421566,45.794647
84.81458604,64.19499,76.23035085,51.50603,78.2529931,65.57442,14.02250347,22.733356
86.12188158,67.23085,15.42545497,5.1177726,5.935933533,15.263896,25.87549138,38.106613
18.13660134,17.93776,53.99699311,53.47946,8.323184663,10.354253,15.44371593,3.8817003
10.03634536,12.149519,0.817066768,2.6251764,47.90925553,39.832066,53.37807808,68.50154
42.1300284,57.034916,9.228754169,7.656687,78.29631742,61.160774,73.13965753,76.265114
18.48421566,42.995285,42.12607272,42.437492,77.78682066,57.83002,27.05720868,53.841503
27.82910373,53.56258,6.168096918,36.512627,0.0,7.1264143,3.420166341,18.932652
82.51131881,73.6908,34.77458228,29.66865,56.83280355,56.06835,63.69608906,51.831837
55.46040564,59.30807,45.98390905,43.590504,18.75584418,15.437116,18.58444117,31.006199
40.01187418,37.71821,0.553317014,1.7705679,30.28625472,27.496891,23.70056273,43.450756
72.98033012,60.844135,84.64975432,68.566925,4.28271464,-1.4389892,0.0,0.4550687
83.03295526,57.044804,63.44404456,59.646927,22.46669781,30.448027,0.0,0.630519
53.37807808,39.406853,52.2237426,36.584087,30.59884697,23.730179,16.85702349,30.554617
3.35256921,33.988224,27.85496925,28.556215,4.416019864,10.035851,4.80921591,51.37525
41.72955132,49.551548,69.98737297,60.925888,2.069142775,4.911368,66.01585424,54.925632
73.13965753,67.14651,36.30128303,29.594252,3.037744154,10.307,45.57576479,31.488926
11.85200713,19.583218,0.0,1.3089004,56.99401844,45.633907,9.025273637,12.303049
27.05720868,48.452,78.2529931,79.176956,41.29698409,33.739346,23.18775097,33.58656
6.968929302,17.163214,78.29631742,65.13066,28.37187434,21.965559,15.0343232,16.069439
18.58444117,20.409716,80.77035612,68.746895,31.9937252,35.352634,4.84059533,2.7029476
23.70056273,24.024939,56.83280355,48.894287,50.86354716,48.02591,89.89767813,56.24969
66.07394644,79.26321,18.75584418,15.563053,0.745430861,4.8310113,74.23518284,51.40913
21.70039266,54.636486,22.46669781,31.417524,76.73725946,63.41103,19.90273024,31.911549
86.07412603,81.24081,30.59884697,20.634954,12.67223423,10.960113,55.70352222,80.7471
2.546576237,4.840813,2.069142775,0.16211793,44.40779423,38.54971,6.618305452,2.8130054
79.51166554,82.175026,3.037744154,9.858009,2.889330361,3.9104645,24.23482722,26.701307
67.35182955,81.60246,76.16070518,74.238846,11.09901507,22.377163,3.622466468,12.624174
30.11566658,72.978745,61.83593039,59.023685,7.71156711,13.741331,13.16893511,7.063333
80.00019125,70.904526,0.745430861,3.082228,18.46507819,18.672586,9.46569581,22.79455
67.75052852,65.17731,76.73725946,79.7825,34.91039433,25.808779,12.36887401,10.050092
86.53541708,86.87012,44.40779423,45.651737,28.74353219,39.42806,0.0,7.327424
4.80921591,59.33324,7.71156711,11.134935,0.0,-6.9695826,16.04854773,6.5836744
77.39811795,57.5309,18.46507819,10.040492,3.373624056,6.676832,16.03639807,19.204487
61.37532466,61.328983,23.73944169,25.85669,93.02887198,75.207214,25.56755062,24.362902
49.96376516,55.861717,28.74353219,49.62455,0.72962294,4.894011,65.46891846,50.701225
29.94942755,65.57851,0.299153601,9.07501,10.03471889,11.569225,35.07866175,23.530201
87.94083651,82.49239,74.13888356,58.53193,9.302544665,24.888266,15.87410565,26.825186
83.08846167,87.765175,3.373624056,4.4627514,19.41980511,20.888992,28.25277351,30.822445
23.18775097,23.2714,16.00671459,18.437729,5.425616594,11.038259,8.038113026,19.22821
0.0,30.546251,0.72962294,1.0139395,12.79205877,20.956219,9.993569506,12.644595
4.84059533,12.458344,40.44190447,39.377575,3.311093961,14.704597,11.23128528,8.287469
0.027450906,10.142036,19.41980511,8.636034,0.0,5.310945,47.89881593,60.25363
89.89767813,52.2156,0.737631078,4.359511,5.821778044,8.866896,28.39231834,37.40618
58.26903703,65.1198,3.311093961,8.530951,16.58042552,23.117983,31.22952549,26.462507
66.35401825,76.377045,12.11048821,18.141687,51.21654271,42.877388,13.63572226,14.732559
55.70352222,73.599396,0.0,0.57098746,4.972241085,33.8364,1.112505085,2.0210288
84.70172213,80.84408,11.65626027,16.19545,4.510171982,14.226555,0.0,0.7037623
2.917168593,22.471657,36.4250561,38.299934,57.74229286,59.578014,35.13952712,39.807976
75.55480498,48.53447,64.01092118,43.813713,2.97427716,4.0672464,0.613157833,3.1061757
9.46569581,24.80718,5.821778044,4.3176055,18.14790513,18.119884,4.278834497,16.594284
40.83653695,15.414826,16.58042552,16.496038,42.55967392,34.967445,44.94211074,35.105267
63.35366236,43.393623,5.105134806,5.8236284,14.32160153,1.7406138,11.24955158,16.749277
62.35242374,68.800446,0.927604534,5.588422,47.02427089,39.240337,0.810171959,5.551455
26.20309393,26.155651,34.79607292,37.70942,15.03293541,15.300894,2.038853369,2.7242293
0.0,41.519276,51.21654271,38.561184,44.03844861,33.927677,75.99606764,62.301086
78.02488381,83.0004,73.16269955,41.129387,44.44212826,41.74252,0.747631534,36.673763
16.03639807,30.858898,4.510171982,15.444629,61.5016932,45.49668,83.08232968,74.209435
18.83260332,20.380259,32.38635793,33.36885,61.13755675,60.707325,0.750246803,1.8363776
11.61765415,22.208872,57.74229286,53.70245,68.74074216,34.482635,0.0,23.355015
0.0,33.28629,39.51845686,48.20051,10.87603871,18.935823,14.23417841,20.981688
15.10135263,11.893404,57.87416713,56.744366,88.51390693,89.852974,32.01759643,60.225754
43.53836522,79.83312,4.677881799,20.811787,47.71503964,28.764406,8.876631997,2.6965322
22.69659515,28.901035,36.10795647,8.553486,15.92909866,7.2388835,6.010382761,25.48595
49.09682213,41.61468,44.44212826,44.719627,39.12148383,34.892567,12.98584411,18.064827
14.50083816,38.387512,61.5016932,51.930874,73.07610721,65.94387,5.034974824,1.1510509
20.49711258,24.099453,61.13755675,56.981575,3.496970929,11.8936205,68.29340203,58.567364
86.68959994,73.55784,68.74074216,65.20817,75.31115449,74.18534,1.305562617,3.2693348
44.53583158,21.208752,8.178111662,7.640718,14.62829911,9.923515,13.83920399,9.347331
47.89881593,55.70682,9.3964628,9.743697,40.65115531,37.78136,67.69619533,54.450546
31.22952549,24.903566,70.14574928,61.729668,73.2728017,41.922863,8.641168314,5.2416005
13.63572226,20.96377,47.71503964,39.45745,0.0,17.072586,43.42467948,72.917496
35.13952712,25.520472,13.98397961,31.030115,68.26027768,55.096016,3.595206135,7.1173267
82.1847816,67.906555,15.92909866,24.794197,29.17558441,22.428843,1.879419954,4.5482316
4.58213428,23.130447,39.12148383,39.36577,86.003404,68.669395,42.82874785,43.21193
0.810171959,51.064693,0.665471445,2.4396098,18.40781284,15.666177,31.41749034,35.45476
65.78374618,70.82208,14.62829911,30.751701,0.649110542,3.5614688,49.87050942,60.23091
75.99606764,57.645226,5.195732957,7.112199,3.876829723,0.7975781,48.96975625,49.377094
0.747631534,58.03511,14.2414228,19.120123,14.85699263,12.808012,69.08248124,51.997345
83.08232968,70.6612,56.60877307,57.368153,57.33300234,53.576805,20.6070389,51.900066
42.69485888,38.827385,29.17558441,16.684574,36.30636065,37.34731,38.02062933,28.362247
32.75793304,20.702137,0.538585368,7.386454,0.0,4.154496,9.474964289,9.90606
55.13286563,62.114185,0.649110542,4.2790112,25.83582864,34.81718,8.912186757,7.980654
9.967076399,53.053856,14.85699263,17.619568,0.0,-4.95318,21.93776353,48.072548
0.750246803,5.951963,57.33300234,45.737503,57.37548977,46.394653,20.15990301,39.55549
0.0,24.930658,25.83582864,47.78134,47.94242943,37.002968,75.28558302,70.64355
59.21092574,70.040016,57.37548977,56.413017,25.62052054,27.36351,79.65524299,64.86387
93.74857618,82.83845,25.62052054,27.580183,25.0736586,31.817945,54.69797468,35.73734
32.01759643,46.923264,18.13660134,37.522038,0.456472494,2.3338127,13.33701887,1.1262755
14.60964787,13.290304,0.0,0.23802672,84.81458604,57.29037,26.69194458,36.750237
80.73687357,85.903534,25.1224442,41.33504,10.03634536,13.45473,6.853480142,12.802208
91.69839995,81.544945,42.07740888,42.3881,0.844427684,3.3445535,26.3918508,50.824165
94.69105416,95.869606,19.65092582,30.358732,25.1224442,33.83838,12.48722349,20.933537
6.010382761,44.100414,59.93143231,50.481064,18.48421566,15.726504,0.471327258,0.50568116
58.6831586,45.104324,82.51131881,78.00049,14.02250347,17.128168,64.52902546,21.60418
12.98584411,24.773668,25.87549138,25.434355,59.93143231,47.802883,9.08121194,2.6642182
63.56431346,70.00458,15.44371593,17.801838,82.51131881,68.51585,20.05913492,21.654037
84.53852223,76.76755,72.98033012,68.9659,25.87549138,11.400161,0.0,22.963028
49.87050942,73.64401,53.37807808,52.80887,53.37807808,53.293243,52.43589363,70.61907
48.96975625,73.1935,3.35256921,9.560406,3.35256921,8.680143,3.167837071,2.707319
69.08248124,41.135696,73.13965753,79.4404,41.72955132,27.43193,49.50904012,49.710148
33.09635306,30.01388,62.64758393,42.14819,11.85200713,14.024525,8.38964842,3.6982946
20.6070389,45.12721,3.420166341,8.924319,62.64758393,36.681553,57.7580975,81.097916
84.91024962,84.403,68.84449525,57.02892,13.18136791,13.4299135,11.84842444,19.00727
9.474964289,11.9656105,63.69608906,55.7472,14.96739578,15.483447,68.55764886,73.06402
29.74076309,30.403492,18.58444117,28.014162,6.968929302,12.840717,50.81226991,47.917683
21.93776353,51.349003,66.07394644,55.878902,3.420166341,14.974649,72.63064909,74.41746
20.15990301,26.293957,21.70039266,9.788041,68.84449525,48.14847,31.2993075,26.293983
75.28558302,78.37696,0.381599662,0.5860858,63.69608906,48.917618,53.23936389,39.867863
79.65524299,60.072933,86.07412603,72.89685,18.58444117,13.2340765,22.16644806,17.262396
34.48220577,26.829975,1.742923089,1.4832423,66.07394644,47.777782,36.56526068,33.654392
54.69797468,26.874474,57.85208433,52.201683,0.0,-1.4471797,23.67114189,46.48006
21.94834142,39.28,79.51166554,79.4855,0.381599662,-0.5112603,27.32089436,37.40014
89.97416157,77.92952,22.22290277,16.34131,2.546576237,17.149889,0.0,20.61134
65.50261834,76.252174,37.62624076,39.872818,1.742923089,-1.5837156,70.74157393,60.73959
26.69194458,24.433378,80.00019125,47.348667,79.51166554,64.395744,65.31185167,66.02708
85.14015258,78.49069,67.75052852,43.211624,22.22290277,12.446424,24.6686189,23.869759
83.76441682,62.815075,86.53541708,77.236595,30.11566658,24.201176,1.599458738,39.929295
4.333466821,13.862772,84.89551287,73.77982,84.89551287,70.32165,17.200701,22.64213
26.8260429,48.76547,77.39811795,51.008137,77.39811795,48.503525,67.19184926,53.865505
73.49750543,68.58274,49.96376516,37.996002,49.96376516,31.363873,31.74709006,20.623983
12.48722349,10.585334,43.87183311,40.28135,0.0,-0.45065764,1.57607478,64.035866
54.8424453,49.93274,87.94083651,73.5057,43.87183311,45.244377,0.924541619,3.1788116
65.86005497,60.078728,11.6535106,12.59333,11.6535106,22.691015,91.37329051,63.600742
83.73721982,79.615074,34.0336157,41.727768,34.0336157,20.584639,1.582170389,8.37866
64.52902546,20.218073,83.08846167,65.956024,83.08846167,66.412,39.13544884,22.356356
61.25906652,64.442345,13.25145725,14.642063,45.57576479,49.22724,1.208332351,0.6690411
63.71103229,73.640564,9.025273637,20.758417,13.25145725,6.1211023,29.76126623,32.838055
51.64764803,43.381897,0.0,1.6553402,47.42870408,34.791317,21.44960942,8.428309
0.0,32.53532,23.18775097,30.865437,0.0,-0.48855296,71.32414041,79.1449
59.4767437,48.84695,74.23518284,57.56555,21.36830036,11.335652,7.147436012,20.186682
52.43589363,69.05298,0.0,4.820157,23.18775097,37.845116,63.8547365,89.43848
46.74806516,67.88925,58.26903703,53.6815,15.0343232,19.484919,27.98543221,36.63414
59.28097568,81.47666,54.46826622,46.636745,0.0,5.4187727,22.16483544,20.559702
92.13068227,86.145996,66.35401825,59.663094,4.84059533,10.713529,47.27988184,37.134964
78.63353277,81.951385,55.70352222,61.76511,0.027450906,7.5757766,0.0,0.14838552
92.39124083,81.191,84.70172213,75.08766,0.97555089,5.968157,0.0,38.27861
57.7580975,73.57797,6.618305452,4.4897404,9.241578451,23.062431,0.910655456,2.412032
11.84842444,10.648315,24.23482722,28.666153,0.0,20.912142,71.5462211,51.910942
68.55764886,66.62785,0.0,0.18558468,54.46826622,56.97585,50.52138402,53.663467
82.40046293,89.32769,3.554195282,2.1822114,52.01896484,46.877487,28.28230111,43.843334
72.63064909,81.36604,75.55480498,67.35838,66.35401825,68.23443,19.78619625,34.553047
98.73132029,86.494484,11.92095297,11.617647,55.70352222,63.02077,7.259312325,6.9282017
23.67114189,20.947271,11.85943612,18.31931,6.618305452,13.772071,6.999679881,3.2690504
65.07775968,84.64012,62.35242374,60.390194,3.622466468,13.826487,1.779970363,18.786915
71.60789091,75.57079,4.7108856,4.2003818,3.920306162,6.9986005,20.39347896,25.316051
3.964447459,8.572008,78.02488381,74.38051,17.88950545,21.703627,62.78571552,58.935165
