Observed Value of Baseline_MG/GCN,Predicted Value of Baseline_MG/GCN,Observed Value of SEMG/GCN,Predicted Value of SEMG/GCN,Observed Value of Baseline_MG/MIGNN,Predicted Value of Baseline_MG/MIGNN,Observed Value of SEMG/MIGNN,Predicted Value of SEMG/MIGNN
33.31806917,39.49058257018268,40.91094026,14.082357369287163,28.295092409999995,33.46265,28.29509241,23.496067
31.62416369,31.36624976254463,21.54675104,33.29220379262835,2.899493403,8.66617,2.899493403,2.4714139
62.34681732000001,43.836705473316016,29.357434859999998,36.776309508060514,51.23480839,47.739674,51.23480839,51.560875
0.745430861,15.60922705006957,32.73462184,22.447978695543856,73.26731184,74.797356,73.26731184,69.69368
4.73013199,22.379603234127313,82.34937004,45.59797188635409,0.0,0.101526365,0.0,0.0
28.48464058,28.417974848898947,14.51047679,12.744674302219302,47.66948987,49.75565,47.66948987,46.744507
54.90007838,51.18867243049443,94.29690562,48.85129738099068,2.917168593,4.468198,2.917168593,4.940289
36.10071383,44.98627332005203,81.85780625,64.51669882291138,19.31180946,18.213875,19.31180946,19.103762
0.47881939100000004,8.533196788052916,12.21281347,20.167165468043535,9.3964628,8.013887,9.3964628,10.405938
4.206951598,10.471104528450965,78.76794462,43.33406253442168,44.50757189,51.149323,44.50757189,44.18155
9.065649451,22.167529929223804,40.48243437,28.463179006976187,50.89816476,47.633324,50.89816476,41.6667
12.88972347,14.011313110167682,18.13660134,41.74042224712282,1.71151259,7.576114,1.71151259,7.426157
7.343376414000001,9.29352026629798,10.04227922,45.89494603878558,2.68757234,0.92197603,2.68757234,0.0
35.04870846,27.309930573793352,78.61961971,64.46323942235827,0.9608100120000002,0.0009811596,0.960810012,7.478666
12.57405954,27.26292933585584,0.546791384,16.28357009176612,42.68363634,39.692585,42.68363634,43.407536
39.91592357,32.94392494733691,24.60563466,30.39885753388256,4.677881799,5.325313,4.677881799,5.5055265
69.52780108,62.68708079031229,1.372286353,19.0568398253873,3.747141461,7.012287,3.747141461,2.4617283
1.798923194,13.230566847490667,44.72607544,29.33678035623103,31.179557029999998,24.853104,31.17955703,28.76108
54.76985941000001,29.07651372061372,59.48668549,70.23334992933154,14.81646107,12.1748705,14.81646107,14.844305
19.93006899,39.92756205872655,57.74229285999999,55.55905740185737,24.66006055,20.62599,24.66006055,20.46023
84.64975432,49.28348763680577,84.10193793,56.51910931924939,36.55522639,33.110477,36.55522639,40.480824
39.57783871,30.11434075096339,21.36830036,15.172143253407777,43.47281583,32.364502,43.47281583,46.09945
16.4099085,34.29280176557422,9.627089409,19.73330330210969,0.0,1.3549141,0.0,1.043454
97.29293259,64.29006410474538,3.304153664,33.13266005591243,3.074693717,6.469138,3.074693717,8.567178
30.61272696,21.930762422459274,2.841459947,18.096351304015965,5.429390182,3.7633483,5.429390182,6.231906
21.9180702,53.79695354364395,0.0,15.725770510228426,70.24905586,70.18737,70.24905586,63.81839
13.45243807,10.48018678529039,31.86956379,37.078057992061076,38.1181996,42.957462,38.1181996,44.396973
43.02832469,39.54667947600335,17.29489164,40.50178122814178,26.7561311,21.713999,26.7561311,19.510765
23.09132333,16.893787482793627,82.46360414,43.587543181909915,35.72058232,41.245792,35.72058232,32.151546
21.50066765,27.90876049857527,83.44233536,45.59324821872801,32.25917309,34.20349,32.25917309,30.913282
24.41818234,34.65071272049814,0.0,14.376442186852097,13.45243807,5.774107,13.45243807,10.564256
99.99999,62.92329397393584,54.8424453,52.094299352184535,72.98033012,67.857216,72.98033012,73.891464
33.9312366,22.811660869621036,55.264663350000006,44.386811586098666,72.8784855,62.814083,72.8784855,62.98141
57.6053748,56.07374941848814,84.40416295,79.6071986223024,0.0,0.30820855,0.0,5.971662
14.022597160000002,22.26905749074921,23.18775097,46.142823850225206,9.795326165,12.596077,9.795326165,10.70092
10.90397812,12.549765643178523,15.19101144,20.26303058888152,22.894141,28.876633,22.894141,31.73585
13.87014343,31.179782610476018,43.69560153,51.47842250070155,27.151981650000003,50.692947,27.15198165,26.683794
78.02488381,46.60577606013268,28.398955450000003,16.971607299230396,14.44407911,12.176336,14.44407911,18.170671
5.928429551,9.83499190209031,0.689951869,2.9311899889873714,93.10117477,97.621704,93.10117477,95.64199
29.298178289999996,24.38602054637924,49.69104828,40.58228325332522,67.97015702,55.20319,67.97015702,67.38263
0.878081853,31.220832325227857,15.92909866,33.8764812448436,9.794715203,18.96643,9.794715203,10.978811
47.02427089,27.310106407477853,7.021683632999999,23.890442247300445,2.902396599,19.305548,2.902396599,15.718104
30.4254394,42.37474077385515,4.7108856,19.294032015203385,38.5633346,37.581406,38.5633346,37.75374
28.171354860000005,37.54496794998586,2.863405084,14.729160087619274,2.658633939,3.2585857,2.658633939,5.5351143
42.81292825,39.56791660881311,83.33821324,65.71149168934822,10.4860128,10.034754,10.4860128,13.1564
49.87050942,37.95254745043427,3.848767902,10.374033158734962,77.66498135,68.80612,77.66498135,74.93695
0.0,29.603546877711118,26.0695387,42.512376825574634,89.5987779,90.64826,89.5987779,87.40397
72.63064909,43.9805880911833,48.96975625,39.1251197075209,40.31664678,69.634254,40.31664678,45.61133
0.662349524,11.772916033764034,20.04239857,37.95782246096939,15.061368620000001,14.752973,15.06136862,15.146652
24.40165539,25.018597127542197,61.80395318000001,39.7063722243163,7.371601311000001,2.4590354,7.371601311,6.1645494
0.701552228,8.430004766988604,2.405254053,17.131601050969362,38.37909694,43.254364,38.37909694,36.254482
11.25502625,9.96378933093153,44.76424476,53.6400324110359,9.070205476,12.580811,9.070205476,6.7973785
4.952408524,35.48414948388755,53.569511299999995,42.56011418080151,80.9780499,76.8459,80.9780499,82.31756
64.60187181,49.15817782439321,64.8702395,51.19642699400425,9.973367678,4.7786255,9.973367678,9.417425
15.70792465,31.02157997813344,26.91242644,29.03698392415166,50.58160419000001,47.250507,50.58160419,47.70963
15.03293541,35.23219769538492,77.02732986,57.99450890429914,0.9291917960000001,4.715428,0.929191796,4.743444
38.83428513,41.6114944331342,61.65083258000001,56.96238305765211,32.33228249,35.94791,32.33228249,29.523737
29.79340439,45.2863111509186,34.60429695,43.244858231971264,49.15752148,51.31025,49.15752148,52.080563
20.18480169,37.61178176986545,3.8982698949999994,10.559075014877916,50.10376028999999,53.453136,50.10376029,60.026672
4.228381568,21.45044142080113,42.79858664,53.84866652827978,56.60877307,57.87458,56.60877307,65.81553
24.60563466,30.739402677287757,44.5879911,29.93005214844346,23.70536277,20.688448,23.70536277,17.65653
55.60412419,38.23975836302787,57.551289219999994,66.315811201365,37.52076416,35.122704,37.52076416,36.901207
80.79670421,60.27435057618678,43.58283319,31.07709573872566,2.534585496,0.5498004,2.534585496,0.0
37.39742705,48.48772994584322,84.34096533,65.22890273118317,5.094725505,2.954846,5.094725505,2.953621
89.21674959,54.460794247981305,11.25502625,16.249063476240188,0.868429678,2.5065694,0.868429678,1.7777519
63.53284655,42.956821795130075,31.747090060000005,33.04360178482711,68.57486471,82.880196,68.57486471,76.025894
22.22290277,21.190641191482545,16.82928554,34.642856829102335,47.2768797,31.511824,47.2768797,37.311207
38.26811211,48.89537501139432,44.47903411,39.597227189950345,38.83428513,38.36928,38.83428513,33.22669
45.52509107,34.418379798861444,12.59161714,17.485981921159475,34.22871308,25.788445,34.22871308,30.03136
6.945630993000001,5.765720625324547,62.34681732000001,51.419360264099836,46.93920076,46.65345,46.93920076,47.14535
42.12607272,40.59904109752804,77.57371189,64.76640053629875,75.38356191,66.852776,75.38356191,65.28325
70.56509529,24.777958299486638,0.801086523,24.833654364111272,8.742546332,8.0131035,8.742546332,9.966569
32.63137063,39.49742816295058,7.666525750000001,12.699996155079603,34.88973455,34.898384,34.88973455,33.44128
51.11682644,40.86182900936723,46.59177534,46.37259973285675,0.0,0.6256843,0.0,0.0
29.626046689999995,29.478558930348157,56.13504943,39.90817266972005,80.28994263,79.63184,80.28994263,70.10667
47.15627467,37.842013627983924,79.87241595,53.64466965193569,15.1448727,16.05911,15.1448727,20.612862
16.17382734,10.801763497450724,63.42879895,61.78580500725567,0.0,1.1048052,0.0,1.2435185
7.108204477000001,5.482922318648211,2.853941347,20.661568065621704,39.32908802,40.077988,39.32908802,37.8078
35.87055638,43.10347602870226,20.0833829,11.02199742246598,0.0,0.056429237,0.0,2.4767969
43.09475613,28.126803208056092,11.20904607,48.44615571026981,35.55504656,43.56589,35.55504656,28.36687
41.94054392,47.26292614376306,38.35488356,45.98789649278551,52.43953497,44.964363,52.43953497,51.62778
0.789038452,18.775845676622094,0.0,4.1356663740576804,40.9724255,49.958813,40.9724255,51.86834
6.262930071999999,20.886523423089088,7.259820864999999,8.751802016312554,20.97581455,22.79098,20.97581455,28.067482
11.40684881,39.72384532418489,6.92498784,8.589733278084845,14.9442896,11.6856985,14.9442896,16.254976
76.21686958,54.041052420982716,18.5257144,41.57284976555854,15.92909866,30.620533,15.92909866,16.296368
53.88645108,51.979548501538034,32.07542073,27.628597834521532,59.0196812,48.705414,59.0196812,56.015873
49.51819322,41.60158218169927,86.32465757,50.64765900536299,89.5866498,87.29094,89.5866498,86.0987
60.61766338,56.03970324879706,64.99704829,45.517621852999625,6.701918029999999,6.0298886,6.70191803,9.878003
21.37540077,25.681350047221184,44.07099157,44.97799125548869,38.55067304,30.189774,38.55067304,31.56603
60.8676331,39.689977968410254,86.79260178,50.112582202257514,47.11829387,62.051052,47.11829387,48.018406
12.15190247,27.53250323582411,0.593797719,8.553533890816569,3.012114112,3.2574606,3.012114112,2.381936
0.705225291,14.524790682282596,43.35721014,47.97201272942483,0.0,0.21552518,0.0,1.8610189
64.2716813,26.76160067924738,19.22189421,18.590955067250132,40.44190447,38.793613,40.44190447,45.024586
47.05511825,37.44174761671811,43.09475613,22.88557956244737,5.928429551,4.101279,5.928429551,9.176317
65.94429183,51.930148176888224,21.18588073,22.761059511499106,78.50560016,63.468933,78.50560016,77.08134
35.50826326,37.601690704514084,40.11142329,34.53185809046924,42.29478749,42.66316,42.29478749,41.596367
79.37053051,43.92299212869644,1.742923089,19.32667002530247,58.35068094999999,55.65395,58.35068095,54.27571
26.781064699999998,28.390336177880464,14.81646107,41.36515442137599,46.64490818,59.579243,46.64490818,47.97734
56.65401798999999,46.19009032880545,55.703522219999996,58.18915977327704,1.222906926,6.892791,1.222906926,1.1560515
40.40712226,42.806373726297316,59.219465410000005,47.18012039928943,15.85078385,12.428683,15.85078385,20.322163
53.55291415,31.94378891034186,97.94800557,76.45780275613546,38.20230031,41.500694,38.20230031,31.008577
28.41978949,35.62882186321914,1.277604509,20.081097859710752,7.147036958000001,9.085674,7.147036958,9.498398
43.17813797,28.7606448976779,87.52908706,60.345810577661986,47.36333704,36.25595,47.36333704,34.881653
49.57379186,51.05597462310076,67.97172842,72.65648711339414,74.00970333,77.12828,74.00970333,82.67446
0.602410789,39.98675244530171,34.77458228,44.173272007080314,10.22354965,10.28338,10.22354965,4.322047
43.53836522,33.266836058348716,22.29411196,29.943537697975337,55.41075316,47.152607,55.41075316,55.00789
48.86581696,37.13301346904844,6.880494813,11.562299317221566,59.96800012,55.593697,59.96800012,56.42433
65.78374618,35.30657534393013,59.552626479999994,62.687909294791815,6.262930071999999,7.894832,6.262930072,5.5881033
98.28722602,46.424652463933825,11.73173458,15.92681397671923,29.68665622,35.619976,29.68665622,27.32132
0.542497492,15.662571711692959,22.22340072,49.99712503664106,30.24326754,43.806175,30.24326754,28.116531
4.728362295,26.700249624515173,43.83894822,29.12399775612563,13.511647820000002,7.550724,13.51164782,11.000955
38.95047983,46.70473466172516,61.504875240000004,42.99114214615971,68.06627781,58.51462,68.06627781,64.661545
0.0,7.583445297306105,71.05445565,56.469524220219256,23.2960789,34.89758,23.2960789,24.775888
78.71189796,47.89032755216092,1.781909967,11.88249692705132,6.408110436,5.730508,6.408110436,11.450609
83.82528245,74.7175439980477,15.85078385,10.533740063149631,48.86581696,48.466892,48.86581696,45.45324
54.30595244,50.95380631170809,11.91198349,19.847592216805367,1.637827855,3.7185788,1.637827855,4.328945
9.967076399,20.87658881991461,0.0,31.256696436402798,84.42429873,80.35473,84.42429873,81.28541
42.32124218,45.95671134575754,36.76661903,41.73638105261117,75.99606764,75.64873,75.99606764,64.88921
41.4297554,53.905636642059086,33.74087377,55.436116873837705,16.76617673,19.589506,16.76617673,13.822483
66.0578891,47.548539652036425,25.1224442,41.97770235378116,11.25218088,36.556267,11.25218088,16.676294
16.76617673,0.8352329119271971,11.56918225,28.424075383681654,86.19820374,89.03871,86.19820374,93.39393
61.57150807,51.84127169995129,85.13318487,59.55402851610839,39.19686382,39.11917,39.19686382,37.30277
6.975926865000001,12.268117333502323,12.15190247,25.683835560659766,8.041639597,7.7743697,8.041639597,8.889475
87.36384149,56.878298793675896,3.606676847,17.545215521097777,99.03446213,87.274376,99.03446213,103.2122
14.72607829,27.253416435500977,34.96324083,28.036064086156188,68.74074216,56.29045,68.74074216,61.161396
26.955908059999995,24.702632937184273,0.0,16.16214054134041,38.5374711,35.772823,38.5374711,40.42153
92.65898323,43.639357494431735,64.185973,49.227685773947236,36.38014621,39.66133,36.38014621,37.3735
80.77035612,51.747519563559294,84.81458604,60.45549503400922,21.33105034,21.47922,21.33105034,26.793653
37.71186321,36.76525582779229,31.299099360000003,41.360159552643296,60.47798465,62.020683,60.47798465,59.63623
44.04700483,36.885764486548304,25.99050807,39.33080339514345,39.97323526,23.54135,39.97323526,51.588757
65.93366748,65.48423112247467,33.0062022,32.927637979780734,19.41980511,34.642487,19.41980511,15.897735
25.83582864,44.287832122882605,13.375727640000001,18.573484947613476,83.36436834,71.76998,83.36436834,72.766235
44.44197306,37.6704148530677,75.97219172,69.4762041233933,86.23315653,85.50951,86.23315653,79.95339
33.09635306,45.87896603511929,14.214189209999999,42.427750159385205,30.07960625,29.797827,30.07960625,30.128021
55.13286562999999,40.79364130256295,23.04134387,49.40958125021875,49.11143206,44.069553,49.11143206,41.61691
11.84842444,29.375526351692674,41.28086675,51.50275907472968,15.88279637,16.335892,15.88279637,15.105223
49.58296909,45.08360173477292,0.0,2.915591268745009,18.5257144,13.531226,18.5257144,13.574115
1.442502721,18.448939564693717,18.14790513,8.048357754772603,46.97084661,63.690308,46.97084661,48.277885
89.32288292,43.93646277706861,48.49744103,38.823243073546884,0.0,1.8452524,0.0,0.03932975
7.147436011999999,26.89662306755483,12.26279814,16.929584538749904,38.90083473,35.859066,38.90083473,34.33147
8.039691846,32.41099391122877,35.70389569,23.224303784136772,94.29690562,91.05877,94.29690562,90.57801
47.94242943,32.58954258703083,0.338169234,17.60698976876557,23.09132333,22.895975,23.09132333,37.505203
54.237060480000004,34.0976889606455,0.0,37.064199913536605,3.342369627,12.574761,3.342369627,7.7635007
57.7087314,35.991921401951906,21.71222946,32.8857627407813,14.366936209999999,27.168293,14.36693621,21.465803
53.83922891,30.008336881062984,0.0,11.307879896671995,45.50089871,46.461666,45.50089871,53.00779
35.20097749,35.723277334349156,4.28271464,15.15127864959061,7.206982067,2.8919086,7.206982067,5.8519917
18.83260332,35.06005651825547,8.955312407,19.252828818506597,62.99169098,59.43805,62.99169098,65.53191
1.221284135,7.346592108873278,43.56818344,36.17082770558685,50.09944792,42.342033,50.09944792,42.604977
86.23315653,55.1953498958087,30.591261700000004,16.17428349638298,4.713893798,5.6376734,4.713893798,5.6903267
45.98289688,29.059568121798634,0.0,19.018505101933478,35.88987774,41.809505,35.88987774,36.131687
1.261091862,13.59899504093349,83.04189522,55.41188162769556,2.546576237,5.037298,2.546576237,8.580805
11.98186799,34.915571893536146,3.876829723,26.585519635492265,17.02843498,25.30064,17.02843498,15.323271
40.47969677,47.44102182431012,44.02752342,43.08485851976842,48.93807733,43.166897,48.93807733,51.862408
42.52691913,24.46880691934526,43.82916168,44.14656912889123,35.39709887,41.59766,35.39709887,35.9973
3.4621730569999998,3.7204191093547267,0.345789289,31.459989978008867,0.665471445,0.41216776,0.665471445,0.0
77.2841534,50.05502796301782,31.87466664,21.296393231783956,37.40734019,46.026016,37.40734019,38.425636
50.81226991,36.757268806191085,55.23935567,55.093992207503916,35.89724622,35.80605,35.89724622,25.684126
9.361658454,15.756808135775326,11.6539798,32.643675520002546,64.56169067,62.634476,64.56169067,58.791157
59.16216512,37.56466430288225,41.58551371,27.086910876971483,0.707254592,2.7410178,0.707254592,2.9133577
5.935933533,30.62983743021816,20.28381752,32.63109894121259,23.84150703,22.50249,23.84150703,19.792835
36.92601799,26.61765249627739,68.76495224,13.853190944087505,0.0,1.4372206,0.0,1.0419027
23.9717282,34.92500432762861,40.29418927,36.28595406545788,12.59161714,15.691063,12.59161714,12.192318
9.444894792,21.567016173395366,33.44709826,22.553893158486037,57.33300234,48.83771,57.33300234,56.938786
56.41870071,32.121869689729216,47.63381676,53.494114294753075,0.0,0.005068781,0.0,0.0
13.49999802,53.57331097834646,87.76406197,60.652941360547544,76.11415284,73.917145,76.11415284,73.0828
60.33199916,42.1291368793863,0.1532428,7.0218809377692635,79.26160687,77.403915,79.26160687,81.97815
48.17982197,43.8102857171613,28.13311375,49.59724049506366,11.09901507,25.699562,11.09901507,16.310057
47.46105675,29.026308733339906,53.675534,57.19982409683525,57.52960259,69.18244,57.52960259,60.351414
84.40416295,63.23613488121986,81.29892199,66.39345220388532,78.00288409,73.934456,78.00288409,79.74867
33.94655387,46.213833836677374,86.76065944,60.35454265724837,22.69659515,25.090824,22.69659515,21.9064
16.82018282,3.7397708729329704,69.79590237,48.83645582592577,27.85496925,18.867912,27.85496925,32.375065
14.43785417,34.39198388456225,42.74477554,25.028774619619846,34.20844443,32.588642,34.20844443,34.261276
0.750246803,6.956442494930327,0.0,11.943788377144708,2.004686227,3.54963,2.004686227,4.0523677
11.83956232,22.933938296033887,1.226267555,12.997707914916425,57.13220837,51.778397,57.13220837,57.003334
2.510510682,17.93920218366444,91.48509414,88.13976360118389,67.75052852,77.384514,67.75052852,65.46572
26.47105008,17.233882611175776,8.110761371,14.678859732923359,66.51493362,62.339497,66.51493362,67.115364
0.0,20.184644528376012,16.72117045,22.019092026835082,60.33199916,56.540443,60.33199916,59.137806
15.82179421,22.729588262204825,8.39178019,19.782678294788003,5.298717423,12.909386,5.298717423,7.549483
43.8122723,28.597352029180527,12.944970139999999,30.487883022416533,46.59177534,52.840736,46.59177534,45.701916
13.6465536,21.97595763984069,0.43854842600000005,12.362098947753758,30.595145239999997,36.81909,30.59514524,29.569138
8.62455294,5.665394097271263,36.30128303,24.251722354433387,9.034825048,6.788,9.034825048,7.739636
47.34357171,37.74482826439619,43.94123378,29.13886911350995,32.89151252,38.10762,32.89151252,28.348555
37.54624547,30.11102673304528,59.931432310000005,63.21743690602362,0.0,0.2871041,0.0,7.421076
42.27311559,35.73647678161472,32.16531055,51.41762576911032,68.44214129,53.71392,68.44214129,68.55974
6.581266653,10.640272179161533,2.819747326,15.787561149171887,27.057208679999995,47.64578,27.05720868,22.797853
3.9568857019999997,7.539609810747653,17.50108516,14.59796580723971,15.393576970000002,10.193438,15.39357697,13.605458
18.37316337,10.503193430814965,36.14968182,42.516125957356095,38.72175402,40.327118,38.72175402,38.963665
30.479371139999998,29.663279666499495,63.25759385,52.22746803622484,44.68109157,51.131,44.68109157,38.649704
45.98390905,49.12794635158628,5.748911263,29.27729790692568,1.858400826,5.6821966,1.858400826,3.31483
3.2577149849999993,5.64861092109695,0.851812248,10.717942984001263,7.949590254,4.301644,7.949590254,6.630575
14.492543610000002,14.817962058757692,79.51166554,65.78140197021425,0.9554838060000002,3.8860805,0.955483806,6.3182764
46.64490818,60.69183338737428,69.25619095,60.888850560513134,0.9626448900000001,9.883848,0.96264489,0.0
70.7141131,50.30623767376721,0.0,13.6483551324521,37.39576088,38.644726,37.39576088,32.884567
69.51698512,67.8198567758292,88.35188783,76.07169582682013,3.1419346560000005,4.6851745,3.141934656,3.6346462
34.79607292,33.916469997024535,39.20587876,45.645807589235005,94.50096737,90.1207,94.50096737,98.0653
20.89901676,27.168110276429058,35.13952712,43.952865973670484,16.70711364,12.279745,16.70711364,18.26272
35.6149447,37.77787903661907,9.330486935,5.549006726760306,0.0,0.82973516,0.0,0.98550117
14.02250347,27.98228282055348,17.65611496,31.01088094546616,42.17741181,29.127884,42.17741181,42.094887
73.85492194,37.13497744189739,63.44404456,58.54568492034852,0.492662711,1.4231594,0.492662711,0.0
0.23027444899999996,10.237676371576041,56.33395035,49.519942219216524,29.17558441,32.877346,29.17558441,34.182026
0.0,26.77609354717523,72.94185386,41.02548546616137,12.05436323,11.042374,12.05436323,15.474819
57.654522269999994,51.848752082122566,81.62368897,57.69192595535517,3.35256921,0.8625442,3.35256921,3.8699274
2.627491811,16.14504146058038,32.92776022,51.01832833322525,3.876829723,1.112227,3.876829723,2.1628222
1.497954505,14.67263253828317,1.126878627,18.606297301281096,9.685019183,21.77755,9.685019183,7.5148
0.526967727,5.2442277194049955,37.08543096,45.69434960708588,77.54677515,71.03686,77.54677515,74.91291
16.74814495,10.92583576854989,25.456941959999998,23.197606866411565,34.05189508,29.35226,34.05189508,36.885323
64.13599101,57.73715991575181,9.836570629,37.753315964963434,82.3438198,86.41448,82.3438198,81.5099
2.828738971,8.441427996017486,81.51017538,49.95527363949716,13.663780669999998,18.54107,13.66378067,16.023685
72.26820117,44.57126410137534,0.0,26.298249118259847,64.68492451,67.43622,64.68492451,66.50948
0.0,24.659356989172696,0.597123544,12.004662594766392,91.13914928,88.54863,91.13914928,86.92351
1.856863727,0.43475539732583796,85.64532689,67.52191702824891,61.27839379,60.703423,61.27839379,62.886322
50.80872036,41.67526245597035,79.68761126,40.32315804654121,21.49059564,19.206013,21.49059564,21.73754
0.747411772,8.70871903831914,25.83582864,46.824513163655695,15.921639099999998,12.1221895,15.9216391,14.984657
8.970807298,36.1031317370528,1.798923194,14.984756699785441,2.064063489,0.11872526,2.064063489,0.9574668
6.90640733,0.4396953645982453,28.743532190000003,47.158463053776025,75.55480498,68.088295,75.55480498,73.62271
1.252505333,9.443016896083652,1.999177844,6.993465171272233,32.16531055,29.384123,32.16531055,31.755388
36.58798902,48.31632488600314,81.47790375,68.67609529379725,26.870862899999995,30.5416,26.8708629,33.679897
57.7580975,58.208847185477616,53.60304102,33.542909844179746,68.26027768,63.322796,68.26027768,64.63512
33.95037625,37.41121514048517,25.94022732,24.357863315003065,25.8434488,33.79497,25.8434488,23.40541
0.0,9.060888576409221,38.15573638,22.34201356865868,28.25277351,30.710728,28.25277351,22.17006
2.565604497,13.579863441989868,39.83155733,49.14747879172593,16.85702349,23.973984,16.85702349,17.559227
85.65923047,56.94858458376646,84.9300227,48.792378195522126,13.02655322,18.431095,13.02655322,14.805787
0.0,19.32016715920776,13.1837798,43.26750799472094,0.0,57.231876,0.0,39.571186
4.950264204,10.223145505690947,0.0,27.16856625191599,2.853941347,6.217826,2.853941347,1.2713563
0.0,8.472677218032182,19.65840226,30.085572572039364,0.339837285,0.32747808,0.339837285,0.34479776
51.5902696,42.12747689019531,26.513525779999995,53.81918607392192,72.77189285,75.45246,72.77189285,73.92003
45.53588257,48.42375628700316,54.77135423,48.03246375411093,66.26538653,52.353695,66.26538653,60.31852
64.68104609,64.66095396977127,9.011992674,52.84823246809065,0.0,0.99137825,0.0,0.0
2.600006823,39.91677957956493,13.16893511,10.499354892075285,88.51390693,91.14359,88.51390693,82.40958
40.32928262,56.03016650658667,39.67142934,22.570013233053533,17.36491347,10.584945,17.36491347,14.302894
